idx,observed,predicted,lower_bound,upper_bound,is_anomalous,error,threshold
15,28.2287,28.42993187904358,26.591454247958556,30.268409510128603,False,0.000240,0.020000
16,28.3009,28.250220447778702,26.41174281669368,30.088698078863725,False,0.000015,0.020000
17,28.3492,28.32848134636879,26.490003715283766,30.166958977453813,False,0.000003,0.020000
18,28.5669,28.375401467084885,26.53692383599986,30.213879098169908,False,0.000217,0.020000
19,28.6861,28.602750927209854,26.76427329612483,30.441228558294878,False,0.000041,0.020000
20,28.3511,28.701415836811066,26.862938205726042,30.53989346789609,False,0.000726,0.020000
21,28.578,28.363019198179245,26.52454156709422,30.20149682926427,False,0.000273,0.020000
22,28.3032,28.594324707984924,26.7558470768999,30.432802339069948,False,0.000502,0.020000
23,28.4939,28.317202478647232,26.47872484756221,30.155680109732256,False,0.000185,0.020000
24,28.4951,28.508814215660095,26.67033658457507,30.34729184674512,False,0.000001,0.020000
25,28.3747,28.52102640271187,26.682548771626845,30.35950403379689,False,0.000127,0.020000
26,28.146,28.38599342107773,26.547515789992705,30.22447105216275,False,0.000341,0.020000
27,28.1821,28.158442303538322,26.3199646724533,29.996919934623346,False,0.000003,0.020000
28,28.2048,28.195660203695297,26.357182572610274,30.03413783478032,False,0.000000,0.020000
29,27.9402,28.201797485351562,26.36331985426654,30.040275116436586,False,0.000405,0.020000
30,27.8808,27.95068421959877,26.112206588513747,29.789161850683794,False,0.000029,0.020000
31,28.0119,27.894662588834763,26.05618495774974,29.733140219919786,False,0.000081,0.020000
32,27.8995,28.02724391222,26.188766281134978,29.865721543305025,False,0.000097,0.020000
33,28.0853,27.90510557591915,26.066627944834128,29.743583207004175,False,0.000192,0.020000
34,27.8926,28.105811074376106,26.267333443291083,29.94428870546113,False,0.000269,0.020000
35,27.9155,27.91451296210289,26.076035331017867,29.752990593187914,False,0.000000,0.020000
36,27.9617,27.931221276521683,26.09274364543666,29.769698907606706,False,0.000005,0.020000
37,27.9158,27.982009887695312,26.14353225661029,29.820487518780336,False,0.000026,0.020000
38,27.924,27.93002876639366,26.091551135308638,29.768506397478685,False,0.000000,0.020000
39,27.9728,27.93754529953003,26.099067668445006,29.776022930615053,False,0.000007,0.020000
