Time,SeaGuard_Nord_Conductivity_Sensor.Conductivity,SeaGuard_Nord_Conductivity_Sensor.Temperature,SeaGuard_Nord_Pressure_Sensor.Pressure,SeaGuard_Nord_Pressure_Sensor.Temperature,SeaGuard_Sor_Conductivity_Sensor.Conductivity,SeaGuard_Sor_Conductivity_Sensor.Temperature,SeaGuard_Sor_Pressure_Sensor.Pressure,SeaGuard_Sor_Pressure_Sensor.Temperature
2022-11-29T21:30:00Z,36.5343,11.1822,326.254,11.1869,38.2182,11.2115,734.192,11.2093
2022-11-29T22:00:00Z,36.4606,11.1383,326.977,11.1414,38.2365,11.2187,734.906,11.219
2022-11-29T22:30:00Z,36.3698,11.1007,327.74,11.1019,38.234,11.1477,735.694,11.15
2022-11-29T23:00:00Z,36.3565,11.1052,328.355,11.1057,38.2362,11.1529,736.292,11.1532
2022-11-29T23:30:00Z,36.3813,11.1233,328.924,11.127,38.2263,11.1807,736.881,11.1818
2022-11-30T00:00:00Z,36.5277,11.1806,329.563,11.1853,38.2489,11.1166,737.487,11.1281
2022-11-30T00:30:00Z,36.5744,11.1945,330.131,11.197,38.2304,11.0577,738.086,11.057
2022-11-30T01:00:00Z,36.6191,11.2155,330.712,11.2155,38.2319,11.0586,738.676,11.059
2022-11-30T01:30:00Z,36.6862,11.2422,331.372,11.2424,38.2398,11.1417,739.304,11.1394
2022-11-30T02:00:00Z,36.7955,11.2814,331.763,11.2837,38.2567,11.1388,739.737,11.1382
2022-11-30T02:30:00Z,36.6427,11.2303,331.753,11.229,38.2431,11.1011,739.711,11.0993
2022-11-30T03:00:00Z,36.5383,11.1806,331.68,11.1856,38.2426,11.0772,739.667,11.0797
2022-11-30T03:30:00Z,36.5328,11.1753,331.432,11.1793,38.2533,11.1266,739.405,11.1266
2022-11-30T04:00:00Z,36.5593,11.1878,330.685,11.1906,38.2548,11.1296,738.653,11.1267
2022-11-30T04:30:00Z,36.5067,11.1742,329.924,11.173,38.2287,11.0579,737.879,11.0594
2022-11-30T05:00:00Z,36.451,11.1623,329.365,11.1635,38.2199,11.0587,737.314,11.0588
2022-11-30T05:30:00Z,36.3738,11.1318,328.857,11.1336,38.2367,11.1044,736.79,11.1055
2022-11-30T06:00:00Z,36.14,10.991,328.346,10.998,38.2305,11.0813,736.302,11.072
2022-11-30T06:30:00Z,35.9665,10.9123,327.8,10.9154,38.2686,11.1867,735.723,11.1834
