timestamp,conductivity_conductivity,conductivity_temperature,conductivity_salinity,conductivity_density,conductivity_soundspeed,pressure_pressure,pressure_temperature
2023-09-02 00:00,34.7365,14.3283,28.1391,1020.83,1496.53,316.272,14.3375
2023-09-02 00:30,34.5726,14.3212,27.9972,1020.72,1496.34,315.444,14.3408
2023-09-02 01:00,34.7193,14.2862,28.1542,1020.85,1496.41,314.135,14.2996
2023-09-02 01:30,34.7928,14.1536,28.3172,1021.0,1496.16,312.668,14.1654
2023-09-02 02:00,34.6115,14.1096,28.1857,1020.91,1495.86,310.854,14.1194
2023-09-02 02:30,34.6057,14.274,28.061,1020.78,1496.26,309.348,14.255
2023-09-02 03:00,34.6741,14.2992,28.1042,1020.81,1496.39,308.293,14.3185
2023-09-02 03:30,34.5723,14.3911,27.9464,1020.67,1496.51,306.871,14.4109
2023-09-02 04:00,34.6001,14.1675,28.1333,1020.85,1495.99,305.434,14.1677
2023-09-02 04:30,34.7331,14.0852,28.3134,1021.01,1495.93,304.688,14.0997
2023-09-02 05:00,34.5785,14.1266,28.1437,1020.87,1495.87,304.564,14.1368
2023-09-02 05:30,34.6106,14.1319,28.1687,1020.89,1495.91,304.896,14.1531
2023-09-02 06:00,34.6306,14.1567,28.1687,1020.88,1496.0,305.479,14.1636
2023-09-02 06:30,34.7213,14.1286,28.271,1020.97,1496.02,306.382,14.1413
2023-09-02 07:00,34.7582,14.0774,28.3419,1021.03,1495.94,307.591,14.0923
2023-09-02 07:30,34.6987,14.1453,28.2384,1020.94,1496.04,308.959,14.1587
2023-09-02 08:00,34.7893,14.1098,28.3462,1021.03,1496.05,310.201,14.1186
2023-09-02 08:28,34.739,14.0708,28.3294,1021.02,1495.9,311.356,14.0853
2023-09-02 09:00,34.7077,13.9362,28.4001,1021.11,1495.54,312.63,13.9403
2023-09-02 09:28,34.5813,13.8258,28.3668,1021.1,1495.13,313.884,13.8494
2023-09-02 10:00,34.5285,13.8446,28.3049,1021.05,1495.12,314.863,13.8523
