observed,predicted,low,high,anomalous,err,threshold
1498.77,1497.3191863298416,1497.2691863298417,1497.3691863298416,False,0.0008419441222073581,0.001
1497.25,1498.073319196701,1498.023319196701,1498.123319196701,False,0.00027114179986258494,0.001
1497.56,1497.4316304922104,1497.3816304922104,1497.4816304922103,False,6.591492212053074e-06,0.001
1497.4,1497.623143196106,1497.573143196106,1497.673143196106,False,1.99171543873368e-05,0.001
1496.35,1497.155106663704,1497.105106663704,1497.2051066637039,False,0.00025927869597623963,0.001
1496.45,1496.336025595665,1496.286025595665,1496.386025595665,False,5.196065937413194e-06,0.001
1496.13,1496.301776766777,1496.251776766777,1496.351776766777,False,1.180290304173461e-05,0.001
1495.99,1495.8669459819794,1495.8169459819794,1495.9169459819793,False,6.0569165404096716e-06,0.001
1495.91,1495.9550595283508,1495.9050595283509,1496.0050595283508,False,8.121444380767931e-07,0.001
1496.11,1495.7861638069153,1495.7361638069153,1495.8361638069152,False,4.19479519806143e-05,0.001
1496.08,1495.9863072633743,1495.9363072633744,1496.0363072633743,False,3.5113315585576328e-06,0.001
1496.33,1495.98071038723,1495.93071038723,1496.0307103872299,False,4.8801293435609296e-05,0.001
1496.71,1496.2679600715637,1496.2179600715638,1496.3179600715637,False,7.815971933279347e-05,0.001
1496.91,1496.8799686431885,1496.8299686431885,1496.9299686431884,False,3.607529567783753e-07,0.001
1496.92,1497.0534092187881,1497.0034092187882,1497.103409218788,False,7.119207863057464e-06,0.001
1497.2,1497.0290040969849,1496.979004096985,1497.0790040969848,False,1.1695839539190856e-05,0.001
1497.48,1497.2443616390228,1497.1943616390229,1497.2943616390228,False,2.221017486560692e-05,0.001
1497.38,1497.5769346952438,1497.5269346952439,1497.6269346952438,False,1.5513309676295988e-05,0.001
1497.58,1497.4573171138763,1497.4073171138764,1497.5073171138763,False,6.0204362190446964e-06,0.001
1497.91,1497.664607167244,1497.614607167244,1497.714607167244,False,2.4087056947230214e-05,0.001
1498.15,1497.9073023796082,1497.8573023796082,1497.957302379608,False,2.356085397756313e-05,0.001
1498.99,1498.3318811655045,1498.2818811655045,1498.3818811655044,False,0.00017324816012711372,0.001
1498.66,1498.9562636613846,1498.9062636613846,1499.0062636613845,False,3.510886282277971e-05,0.001
1498.89,1498.7821912765503,1498.7321912765503,1498.8321912765502,False,4.649088340750984e-06,0.001
1498.85,1499.0877306461334,1499.0377306461335,1499.1377306461334,False,2.2606344044423606e-05,0.001
1498.3,1498.8863295316696,1498.8363295316697,1498.9363295316696,False,0.0001375129278831853,0.001
1498.19,1498.3384615182877,1498.2884615182877,1498.3884615182876,False,8.816328964903928e-06,0.001
1498.07,1498.1132751703262,1498.0632751703263,1498.1632751703262,False,7.490961467079611e-07,0.001
1498.06,1497.8985822200775,1497.8485822200776,1497.9485822200775,False,1.0422279870034318e-05,0.001
1497.66,1497.9729717969894,1497.9229717969895,1498.0229717969894,False,3.9180538284299324e-05,0.001
1496.93,1497.6344740390778,1497.5844740390778,1497.6844740390777,False,0.00019851346869377727,0.001
1496.94,1496.6668820381165,1496.6168820381165,1496.7168820381164,False,2.9837368441380862e-05,0.001
1497.26,1496.6374462842941,1496.5874462842942,1496.687446284294,False,0.00015502925157567145,0.001
1497.46,1497.2429996728897,1497.1929996728898,1497.2929996728897,False,1.8835656786395783e-05,0.001
1497.78,1497.4945163726807,1497.4445163726807,1497.5445163726806,False,3.2600360586956425e-05,0.001
1497.69,1498.0205392837524,1497.9705392837525,1498.0705392837524,False,4.3702487241415776e-05,0.001
1497.44,1497.9213571548462,1497.8713571548462,1497.9713571548461,False,9.268188420862634e-05,0.001
1497.52,1497.3673349618912,1497.3173349618912,1497.4173349618911,False,9.322645544305377e-06,0.001
1497.36,1497.430089712143,1497.380089712143,1497.480089712143,False,1.9650270993179914e-06,0.001
1497.81,1497.2652530670166,1497.2152530670166,1497.3152530670166,False,0.00011869968839790312,0.001
1497.67,1497.6391053199768,1497.5891053199769,1497.6891053199768,False,3.817925014959336e-07,0.001
1497.76,1497.5337719917297,1497.4837719917298,1497.5837719917297,False,2.047164469037103e-05,0.001
1497.52,1497.7766251564026,1497.7266251564026,1497.8266251564025,False,2.634258835946495e-05,0.001
1498.13,1497.5204682350159,1497.470468235016,1497.5704682350158,False,0.0001486115890099207,0.001
1498.56,1497.9524290561676,1497.9024290561676,1498.0024290561676,False,0.00014765698071572906,0.001
1498.87,1498.7600988149643,1498.7100988149643,1498.8100988149642,False,4.831308188891596e-06,0.001
1498.99,1499.131572842598,1499.081572842598,1499.181572842598,False,8.01714790450596e-06,0.001
1499.29,1499.1591101884842,1499.1091101884842,1499.2091101884841,False,6.8528571034537225e-06,0.001
1499.73,1499.4495457410812,1499.3995457410813,1499.4995457410812,False,3.146183653827352e-05,0.001
1499.7,1499.8700594902039,1499.820059490204,1499.9200594902038,False,1.1568092083352043e-05,0.001
1499.86,1499.823478460312,1499.773478460312,1499.8734784603118,False,5.335291444731973e-07,0.001
1499.46,1499.9998128414154,1499.9498128414155,1500.0498128414154,False,0.00011655916150277474,0.001
1499.14,1499.665213227272,1499.615213227272,1499.715213227272,False,0.0001103395736405589,0.001
1499.53,1498.986799120903,1498.936799120903,1499.036799120903,False,0.00011802687802068215,0.001
1499.05,1499.1634494066238,1499.1134494066239,1499.2134494066238,False,5.148307145324492e-06,0.001
1499.3,1498.8611018657684,1498.8111018657685,1498.9111018657684,False,7.705262889276535e-05,0.001
1499.0,1499.1670227050781,1499.1170227050782,1499.217022705078,False,1.115863360464555e-05,0.001
