timestamp,conductivity_conductivity_observed,conductivity_conductivity_predicted,conductivity_conductivity_low,conductivity_conductivity_high,conductivity_conductivity_anomalous,err,threshold,attention_weights
17,36.687400,35.504497,35.480497,35.528497,True,0.013993,0.002400,conductivity_conductivity:0.2983|conductivity_temperature:0.1916|conductivity_salinity:0.1752|conductivity_density:0.1281|conductivity_soundspeed:0.2068
18,35.085800,37.030886,36.835243,37.226530,False,0.037834,0.019564,conductivity_conductivity:0.2983|conductivity_temperature:0.1966|conductivity_salinity:0.1662|conductivity_density:0.1278|conductivity_soundspeed:0.2111
19,35.237900,34.717430,34.276052,35.158809,False,0.002709,0.044138,conductivity_conductivity:0.2979|conductivity_temperature:0.2000|conductivity_salinity:0.1602|conductivity_density:0.1280|conductivity_soundspeed:0.2140
20,35.441600,35.493938,35.469938,35.517938,False,0.000027,0.002400,conductivity_conductivity:0.2983|conductivity_temperature:0.2120|conductivity_salinity:0.1353|conductivity_density:0.1301|conductivity_soundspeed:0.2244
21,34.922700,35.599996,35.575996,35.623996,True,0.004587,0.002400,conductivity_conductivity:0.2966|conductivity_temperature:0.2111|conductivity_salinity:0.1374|conductivity_density:0.1316|conductivity_soundspeed:0.2233
22,35.118700,34.594477,34.513125,34.675829,False,0.002748,0.008135,conductivity_conductivity:0.2944|conductivity_temperature:0.2090|conductivity_salinity:0.1419|conductivity_density:0.1336|conductivity_soundspeed:0.2211
23,35.106000,35.390949,35.366949,35.414949,False,0.000812,0.002400,conductivity_conductivity:0.2919|conductivity_temperature:0.2090|conductivity_salinity:0.1429|conductivity_density:0.1357|conductivity_soundspeed:0.2206
24,35.068600,34.897278,34.873278,34.921278,False,0.000294,0.002400,conductivity_conductivity:0.2910|conductivity_temperature:0.2062|conductivity_salinity:0.1482|conductivity_density:0.1366|conductivity_soundspeed:0.2180
25,34.909100,35.151510,35.127510,35.175510,False,0.000588,0.002400,conductivity_conductivity:0.2900|conductivity_temperature:0.2069|conductivity_salinity:0.1471|conductivity_density:0.1374|conductivity_soundspeed:0.2185
26,34.957700,34.724906,34.700906,34.748906,False,0.000542,0.002400,conductivity_conductivity:0.2901|conductivity_temperature:0.2086|conductivity_salinity:0.1441|conductivity_density:0.1373|conductivity_soundspeed:0.2199
27,34.887300,35.123618,35.099618,35.147618,False,0.000558,0.002400,conductivity_conductivity:0.2905|conductivity_temperature:0.2110|conductivity_salinity:0.1397|conductivity_density:0.1369|conductivity_soundspeed:0.2220
28,35.213700,34.713087,34.689087,34.737087,True,0.002506,0.002400,conductivity_conductivity:0.2911|conductivity_temperature:0.2087|conductivity_salinity:0.1436|conductivity_density:0.1364|conductivity_soundspeed:0.2202
29,35.597600,35.505321,35.458415,35.552227,False,0.000085,0.004691,conductivity_conductivity:0.2914|conductivity_temperature:0.2029|conductivity_salinity:0.1545|conductivity_density:0.1359|conductivity_soundspeed:0.2153
30,35.655900,35.505679,35.481679,35.529679,False,0.000226,0.002400,conductivity_conductivity:0.2922|conductivity_temperature:0.1963|conductivity_salinity:0.1667|conductivity_density:0.1350|conductivity_soundspeed:0.2098
31,35.692500,35.704703,35.680703,35.728703,False,0.000001,0.002400,conductivity_conductivity:0.2927|conductivity_temperature:0.1923|conductivity_salinity:0.1744|conductivity_density:0.1343|conductivity_soundspeed:0.2064
32,35.756300,35.892086,35.868086,35.916086,False,0.000184,0.002400,conductivity_conductivity:0.2936|conductivity_temperature:0.1919|conductivity_salinity:0.1749|conductivity_density:0.1334|conductivity_soundspeed:0.2062
33,35.974000,35.870205,35.846205,35.894205,False,0.000108,0.002400,conductivity_conductivity:0.2941|conductivity_temperature:0.1896|conductivity_salinity:0.1794|conductivity_density:0.1326|conductivity_soundspeed:0.2044
34,35.751500,35.871992,35.847992,35.895992,False,0.000145,0.002400,conductivity_conductivity:0.2953|conductivity_temperature:0.1904|conductivity_salinity:0.1773|conductivity_density:0.1317|conductivity_soundspeed:0.2053
35,35.538200,35.860318,35.836318,35.884318,False,0.001038,0.002400,conductivity_conductivity:0.2967|conductivity_temperature:0.1945|conductivity_salinity:0.1689|conductivity_density:0.1309|conductivity_soundspeed:0.2090
36,35.561000,35.301851,35.277851,35.325851,False,0.000672,0.002400,conductivity_conductivity:0.2989|conductivity_temperature:0.2012|conductivity_salinity:0.1548|conductivity_density:0.1298|conductivity_soundspeed:0.2153
37,35.780600,35.750356,35.726356,35.774356,False,0.000009,0.002400,conductivity_conductivity:0.3009|conductivity_temperature:0.2035|conductivity_salinity:0.1497|conductivity_density:0.1284|conductivity_soundspeed:0.2176
38,36.183200,35.603477,35.579477,35.627477,True,0.003361,0.002400,conductivity_conductivity:0.3034|conductivity_temperature:0.2001|conductivity_salinity:0.1552|conductivity_density:0.1262|conductivity_soundspeed:0.2151
39,35.842100,36.504134,36.430246,36.578022,False,0.004383,0.007389,conductivity_conductivity:0.3049|conductivity_temperature:0.1991|conductivity_salinity:0.1564|conductivity_density:0.1251|conductivity_soundspeed:0.2145
40,35.964900,35.572786,35.548786,35.596786,False,0.001538,0.002400,conductivity_conductivity:0.3065|conductivity_temperature:0.1993|conductivity_salinity:0.1554|conductivity_density:0.1238|conductivity_soundspeed:0.2149
41,36.073900,36.208889,36.184889,36.232889,True,0.000182,0.002400,conductivity_conductivity:0.3064|conductivity_temperature:0.2002|conductivity_salinity:0.1536|conductivity_density:0.1240|conductivity_soundspeed:0.2158
42,35.699200,36.188403,36.164403,36.212403,False,0.002393,0.002400,conductivity_conductivity:0.3057|conductivity_temperature:0.2008|conductivity_salinity:0.1528|conductivity_density:0.1246|conductivity_soundspeed:0.2161
43,35.459600,35.399224,35.375224,35.423224,False,0.000036,0.002400,conductivity_conductivity:0.3044|conductivity_temperature:0.2046|conductivity_salinity:0.1464|conductivity_density:0.1255|conductivity_soundspeed:0.2191
44,35.568700,35.296965,35.272965,35.320965,False,0.000738,0.002400,conductivity_conductivity:0.3030|conductivity_temperature:0.2083|conductivity_salinity:0.1401|conductivity_density:0.1266|conductivity_soundspeed:0.2221
45,35.673600,35.765613,35.741613,35.789613,False,0.000085,0.002400,conductivity_conductivity:0.3025|conductivity_temperature:0.2078|conductivity_salinity:0.1412|conductivity_density:0.1270|conductivity_soundspeed:0.2216
46,35.591400,35.779527,35.755527,35.803527,False,0.000354,0.002400,conductivity_conductivity:0.3013|conductivity_temperature:0.2045|conductivity_salinity:0.1475|conductivity_density:0.1281|conductivity_soundspeed:0.2186
47,35.312300,35.475914,35.451914,35.499914,False,0.000268,0.002400,conductivity_conductivity:0.2989|conductivity_temperature:0.2039|conductivity_salinity:0.1495|conductivity_density:0.1301|conductivity_soundspeed:0.2176
48,35.440500,35.226209,35.202209,35.250209,False,0.000459,0.002400,conductivity_conductivity:0.2966|conductivity_temperature:0.2031|conductivity_salinity:0.1519|conductivity_density:0.1320|conductivity_soundspeed:0.2165
49,35.398900,35.577434,35.553434,35.601434,False,0.000319,0.002400,conductivity_conductivity:0.2958|conductivity_temperature:0.2042|conductivity_salinity:0.1502|conductivity_density:0.1326|conductivity_soundspeed:0.2172
50,35.469600,35.300496,35.276496,35.324496,False,0.000286,0.002400,conductivity_conductivity:0.2969|conductivity_temperature:0.2040|conductivity_salinity:0.1501|conductivity_density:0.1317|conductivity_soundspeed:0.2173
51,35.495800,35.548040,35.524040,35.572040,False,0.000027,0.002400,conductivity_conductivity:0.2988|conductivity_temperature:0.2060|conductivity_salinity:0.1457|conductivity_density:0.1302|conductivity_soundspeed:0.2194
52,35.542400,35.655521,35.631521,35.679521,False,0.000128,0.002400,conductivity_conductivity:0.2996|conductivity_temperature:0.2057|conductivity_salinity:0.1460|conductivity_density:0.1295|conductivity_soundspeed:0.2192
53,35.565800,35.648714,35.624714,35.672714,False,0.000069,0.002400,conductivity_conductivity:0.2994|conductivity_temperature:0.2044|conductivity_salinity:0.1484|conductivity_density:0.1296|conductivity_soundspeed:0.2181
