timestamp,conductivity_conductivity_observed,conductivity_conductivity_predicted,conductivity_conductivity_low,conductivity_conductivity_high,conductivity_conductivity_anomalous,err,threshold,attention_weights
17,36.687400,35.520947,35.390947,35.650947,False,0.008051,0.010000,conductivity_conductivity:0.2174|conductivity_temperature:0.1908|conductivity_salinity:0.2094|conductivity_density:0.1799|conductivity_soundspeed:0.2025
18,35.085800,37.436707,37.306707,37.566707,False,0.032703,0.010000,conductivity_conductivity:0.2162|conductivity_temperature:0.1923|conductivity_salinity:0.2082|conductivity_density:0.1800|conductivity_soundspeed:0.2033
19,35.237900,34.229703,34.099703,34.359703,False,0.006015,0.010000,conductivity_conductivity:0.2153|conductivity_temperature:0.1932|conductivity_salinity:0.2075|conductivity_density:0.1803|conductivity_soundspeed:0.2038
20,35.441600,35.900445,35.770445,36.030445,False,0.001246,0.010000,conductivity_conductivity:0.2117|conductivity_temperature:0.1962|conductivity_salinity:0.2054|conductivity_density:0.1816|conductivity_soundspeed:0.2050
21,34.922700,35.222593,35.092593,35.352593,False,0.000532,0.010000,conductivity_conductivity:0.2114|conductivity_temperature:0.1958|conductivity_salinity:0.2060|conductivity_density:0.1823|conductivity_soundspeed:0.2044
22,35.118700,35.207595,35.077595,35.337595,False,0.000047,0.010000,conductivity_conductivity:0.2112|conductivity_temperature:0.1949|conductivity_salinity:0.2071|conductivity_density:0.1832|conductivity_soundspeed:0.2036
23,35.106000,35.587559,35.457559,35.717559,False,0.001372,0.010000,conductivity_conductivity:0.2104|conductivity_temperature:0.1947|conductivity_salinity:0.2077|conductivity_density:0.1842|conductivity_soundspeed:0.2030
24,35.068600,34.829484,34.699484,34.959484,False,0.000338,0.010000,conductivity_conductivity:0.2108|conductivity_temperature:0.1938|conductivity_salinity:0.2086|conductivity_density:0.1844|conductivity_soundspeed:0.2023
25,34.909100,34.779101,34.649101,34.909101,False,0.000100,0.010000,conductivity_conductivity:0.2104|conductivity_temperature:0.1939|conductivity_salinity:0.2086|conductivity_density:0.1849|conductivity_soundspeed:0.2022
26,34.957700,34.468616,34.338616,34.598616,False,0.001415,0.010000,conductivity_conductivity:0.2100|conductivity_temperature:0.1944|conductivity_salinity:0.2082|conductivity_density:0.1849|conductivity_soundspeed:0.2025
27,34.887300,35.194759,35.064759,35.324759,False,0.000559,0.010000,conductivity_conductivity:0.2096|conductivity_temperature:0.1951|conductivity_salinity:0.2076|conductivity_density:0.1848|conductivity_soundspeed:0.2029
