timestamp,conductivity_conductivity_observed,conductivity_conductivity_predicted,conductivity_conductivity_low,conductivity_conductivity_high,conductivity_conductivity_anomalous,err,threshold,attention_weights
17,36.687400,35.504497,35.444497,35.564497,True,0.013993,0.006000,conductivity_conductivity:0.2983|conductivity_temperature:0.1916|conductivity_salinity:0.1752|conductivity_density:0.1281|conductivity_soundspeed:0.2068
18,35.085800,37.030886,36.877656,37.184117,False,0.037834,0.015323,conductivity_conductivity:0.2983|conductivity_temperature:0.1966|conductivity_salinity:0.1662|conductivity_density:0.1278|conductivity_soundspeed:0.2111
19,35.237900,34.717430,34.328938,35.105923,False,0.002709,0.038849,conductivity_conductivity:0.2979|conductivity_temperature:0.2000|conductivity_salinity:0.1602|conductivity_density:0.1280|conductivity_soundspeed:0.2140
20,35.441600,35.493938,35.433938,35.553938,False,0.000027,0.006000,conductivity_conductivity:0.2983|conductivity_temperature:0.2120|conductivity_salinity:0.1353|conductivity_density:0.1301|conductivity_soundspeed:0.2244
21,34.922700,35.599996,35.539996,35.659996,False,0.004587,0.006000,conductivity_conductivity:0.2966|conductivity_temperature:0.2111|conductivity_salinity:0.1374|conductivity_density:0.1316|conductivity_soundspeed:0.2233
22,35.118700,34.594477,34.534477,34.654477,False,0.002748,0.006000,conductivity_conductivity:0.2944|conductivity_temperature:0.2090|conductivity_salinity:0.1419|conductivity_density:0.1336|conductivity_soundspeed:0.2211
23,35.106000,35.390949,35.330949,35.450949,False,0.000812,0.006000,conductivity_conductivity:0.2919|conductivity_temperature:0.2090|conductivity_salinity:0.1429|conductivity_density:0.1357|conductivity_soundspeed:0.2206
24,35.068600,34.897278,34.837278,34.957278,False,0.000294,0.006000,conductivity_conductivity:0.2910|conductivity_temperature:0.2062|conductivity_salinity:0.1482|conductivity_density:0.1366|conductivity_soundspeed:0.2180
25,34.909100,35.151510,35.091510,35.211510,False,0.000588,0.006000,conductivity_conductivity:0.2900|conductivity_temperature:0.2069|conductivity_salinity:0.1471|conductivity_density:0.1374|conductivity_soundspeed:0.2185
26,34.957700,34.724906,34.664906,34.784906,False,0.000542,0.006000,conductivity_conductivity:0.2901|conductivity_temperature:0.2086|conductivity_salinity:0.1441|conductivity_density:0.1373|conductivity_soundspeed:0.2199
27,34.887300,35.123618,35.063618,35.183618,False,0.000558,0.006000,conductivity_conductivity:0.2905|conductivity_temperature:0.2110|conductivity_salinity:0.1397|conductivity_density:0.1369|conductivity_soundspeed:0.2220
28,35.213700,34.713087,34.653087,34.773087,False,0.002506,0.006000,conductivity_conductivity:0.2911|conductivity_temperature:0.2087|conductivity_salinity:0.1436|conductivity_density:0.1364|conductivity_soundspeed:0.2202
29,35.597600,35.505321,35.445321,35.565321,False,0.000085,0.006000,conductivity_conductivity:0.2914|conductivity_temperature:0.2029|conductivity_salinity:0.1545|conductivity_density:0.1359|conductivity_soundspeed:0.2153
30,35.655900,35.505679,35.445679,35.565679,False,0.000226,0.006000,conductivity_conductivity:0.2922|conductivity_temperature:0.1963|conductivity_salinity:0.1667|conductivity_density:0.1350|conductivity_soundspeed:0.2098
31,35.692500,35.704703,35.644703,35.764703,False,0.000001,0.006000,conductivity_conductivity:0.2927|conductivity_temperature:0.1923|conductivity_salinity:0.1744|conductivity_density:0.1343|conductivity_soundspeed:0.2064
32,35.756300,35.892086,35.832086,35.952086,False,0.000184,0.006000,conductivity_conductivity:0.2936|conductivity_temperature:0.1919|conductivity_salinity:0.1749|conductivity_density:0.1334|conductivity_soundspeed:0.2062
33,35.974000,35.870205,35.810205,35.930205,False,0.000108,0.006000,conductivity_conductivity:0.2941|conductivity_temperature:0.1896|conductivity_salinity:0.1794|conductivity_density:0.1326|conductivity_soundspeed:0.2044
34,35.751500,35.871992,35.811992,35.931992,False,0.000145,0.006000,conductivity_conductivity:0.2953|conductivity_temperature:0.1904|conductivity_salinity:0.1773|conductivity_density:0.1317|conductivity_soundspeed:0.2053
35,35.538200,35.860318,35.800318,35.920318,False,0.001038,0.006000,conductivity_conductivity:0.2967|conductivity_temperature:0.1945|conductivity_salinity:0.1689|conductivity_density:0.1309|conductivity_soundspeed:0.2090
