idx,observed,predicted,lower_bound,upper_bound,is_anomalous,error,threshold
16,36.6874,36.631266474723816,36.607330375958576,36.655202573489056,False,1.6656520180926638e-05,0.0018412383665570888
17,35.0858,35.247045040130615,34.82251522948909,35.67157485077214,False,0.00011766750784385605,0.03265613928011704
18,35.2379,35.063122630119324,34.75782175322392,35.368423507014725,False,0.00012272198945258362,0.023484682838107826
19,35.4416,35.45496565103531,35.39047388281789,35.519457419252724,False,2.87849273191781e-05,0.004960905247493698
20,34.9227,34.97532397508621,34.79285817080539,35.157789779367036,False,3.9385603217757344e-05,0.01403583109852493
21,35.1187,35.064557671546936,35.02338046285959,35.10573488023428,False,2.732699751192459e-05,0.003167477591334392
22,35.106,35.116832077503204,35.073369579549265,35.160294575457144,False,2.6619362125572896e-06,0.0033432690733798498
23,35.0686,35.095509469509125,35.088939435754696,35.10207950326355,False,7.75558968742582e-06,0.0005053872118789833
24,34.9091,34.931252241134644,34.9296089113733,34.93289557089599,False,1.5246447913453285e-06,0.00012640998164154557
25,34.9577,34.95551699399948,34.95285578707777,34.95817820092119,False,9.393029990455518e-07,0.00020470822474654075
26,34.8873,34.896436989307404,34.86750172431118,34.925372254303625,False,1.19316917075237e-06,0.0022257896150942006
27,35.2137,35.1690576672554,35.132536684767075,35.20557864974373,False,4.509748912350942e-06,0.002809306345255933
28,35.5976,35.56477344036102,35.49802091923199,35.631525961490055,False,2.563926212705e-06,0.005134809317617628
29,35.6559,35.65908867120743,35.62068830721067,35.697489035204185,False,2.620404922897678e-07,0.0029538741535966298
30,35.6925,35.71036893129349,35.51796068127426,35.902777181312715,False,3.255078803246928e-06,0.014800634616863496
31,35.7563,35.7515287399292,35.72801350355419,35.77504397630421,False,4.293337884229359e-06,0.0018088643365392063
32,35.974,35.93254464864731,35.918756419266714,35.9463328780279,False,4.124425007555008e-06,0.0010606330292764958
33,35.7515,35.797942101955414,35.793870745952916,35.80201345795791,False,4.9836546690465165e-06,0.0003131812309613086
34,35.5382,35.55565333366394,35.54664027609036,35.56466639123752,False,2.3670434757410202e-06,0.0006933121210447802
35,35.561,35.52864557504654,35.49667882178969,35.560612328303385,False,2.356799925289511e-06,0.00245898101975762
36,35.7806,35.76848268508911,35.75886616517338,35.77809920500484,False,3.2913422396972615e-07,0.0007397323012099081
37,36.1832,36.184967041015625,36.16383133542109,36.20610274661016,False,4.3169687574275237e-07,0.0016258235072720124
38,35.8421,35.86404079198837,35.8557667411314,35.87231484284535,False,3.1883192701812094e-06,0.000636465450536447
39,35.9649,35.91937667131424,35.44091824972936,36.39783509289912,False,5.479973078524664e-06,0.036804493968068
40,36.0739,36.08855348825455,36.00569434118379,36.171412635325304,False,3.0445307323792047e-06,0.006373780543904563
41,35.6992,35.76177781820297,35.66953892196683,35.85401671443911,False,1.0891349364230097e-05,0.007095299710472121
42,35.4596,35.49320888519287,35.46178758829204,35.5246301820937,False,2.7545415256867233e-06,0.002417022838525368
43,35.5687,35.55362629890442,35.493014687183525,35.61423791062531,False,7.1554837813206145e-06,0.004662431670838119
44,35.6736,35.68703091144562,35.66277679671232,35.71128502617891,False,1.438757359161408e-06,0.001865701133330685
45,35.5914,35.59114348888397,35.58266039893509,35.599626578832854,False,1.8604202311318399e-06,0.0006525453806832114
46,35.3123,35.36350190639496,35.35871088838302,35.368292924406894,False,1.1592971055584343e-05,0.0003685398470720467
47,35.4405,35.446545243263245,35.4256716480055,35.46741883852099,False,6.852165833559759e-06,0.00160566117367258
48,35.3989,35.42096555233002,35.388369785961764,35.45356131869827,False,6.907830505141623e-06,0.0025073666437116916
49,35.4696,35.45916771888733,35.43900484978985,35.479330587984805,False,5.106534333335952e-06,0.0015509899305751842
50,35.4958,35.50055456161499,35.494901268957186,35.506207854272795,False,1.8376809857123161e-06,0.00043486866598499674
51,35.5424,35.5310600399971,35.50645310595117,35.555666974043035,False,9.583408574566087e-07,0.001892841080456566
52,35.5658,35.56911265850067,35.39186715581491,35.746358161186436,False,1.3266280451355313e-06,0.013634269437366429
53,35.6812,35.68338054418564,35.46815190430101,35.89860918407027,False,8.572901416067253e-07,0.01655604922189466
54,35.6976,35.70641714334488,35.580659184686105,35.83217510200365,False,9.145389149579178e-07,0.009673689127598098
55,35.8267,35.80142045021057,35.75832029626688,35.84452060415426,False,3.025282646490637e-06,0.0033153964572068375
56,35.4222,35.427048206329346,35.39248404930225,35.461612363356444,False,4.376797210206403e-07,0.002658781309776764
57,35.3644,35.35671103000641,35.316276565650966,35.39714549436185,False,2.947893979302265e-06,0.0031103434119569705
58,35.339,35.32540667057037,35.313357452702505,35.33745588843824,False,3.569014094545177e-06,0.000926862912913048
59,35.5765,35.54336017370224,35.53975150450019,35.54696884290429,False,2.170639538650549e-05,0.00027758993861916727
60,35.4927,35.49789756536484,35.49067247404741,35.50512265668227,False,1.0202880085333291e-06,0.000555776255186986
61,35.4514,35.448653638362885,35.40303841090735,35.49426886581842,False,1.0157039382615193e-06,0.0035088636504259064
62,35.5149,35.50480544567108,35.500257407998845,35.50935348334332,False,5.782678451237914e-07,0.0003498490517103829
63,35.7999,35.80802458524704,35.79256127539306,35.82348789510102,False,6.509121644450634e-07,0.0011894853733830596
64,36.017,36.00337773561478,35.96388921654894,36.04286625468061,False,2.4048200269143113e-06,0.0030375783896794276
65,35.6797,35.65679043531418,35.35478363488061,35.958797235747745,False,1.7536155858850973e-06,0.023231292341043874
66,35.6279,35.59722459316254,35.27951234125218,35.914936845072894,False,2.9372758402530903e-06,0.024439403993104705
67,35.5883,35.57517051696777,35.534651035055845,35.6156899988797,False,1.8866393544480094e-06,0.0031168832239945846
68,35.5095,35.521085262298584,35.469802918538505,35.57236760605866,False,2.5677398576905958e-06,0.00394479567385199
69,35.4916,35.52323007583618,35.50050280069901,35.54595735097335,False,4.23292076447781e-06,0.0017482519336288367
70,35.4829,35.473575472831726,35.46661299356896,35.480537952094494,False,1.752635763878435e-05,0.0005355753279051611
71,35.5552,35.55134665966034,35.53275723916222,35.569936080158456,False,1.7625801010892404e-06,0.0014299554229322542
72,35.4632,35.45022660493851,35.43054791832481,35.4699052915522,False,3.8121370419457093e-07,0.001513745124130574
73,35.4639,35.46125054359436,35.411604109951085,35.510896977237635,False,3.580012341815285e-07,0.0038189564340982396
74,35.4645,35.46975463628769,35.46587069201621,35.47363858055917,False,1.0563472714963236e-07,0.00029876494395969695
75,35.483,35.48623204231262,35.47652894034058,35.495935144284665,False,1.166479815432485e-06,0.0007463924593879643
76,35.4265,35.421452939510345,35.38433752263687,35.45856835638382,False,2.722675524165694e-06,0.0028550320671903856
77,35.2925,35.283946216106415,35.211592499484986,35.35629993272784,False,1.2696194147915648e-06,0.005565670509340478
78,35.2529,35.248325884342194,35.09328886029413,35.40336290839026,False,1.5248225067075462e-06,0.011925924926774132
79,35.3619,35.36204516887665,35.30537023248644,35.41872010526686,False,1.3815769526411767e-06,0.004359610491554516
80,35.6059,35.59467840194702,35.54400582823288,35.64535097566116,False,2.400213687763695e-06,0.003897890285702753
81,35.6543,35.655980706214905,35.61440738501448,35.69755402741533,False,2.3830416794654107e-06,0.003197947784647856
82,35.6305,35.613290548324585,35.58288381433089,35.64369728231828,False,2.7149559185706412e-06,0.0023389795379766937
83,35.7471,35.68672561645508,35.683777533795784,35.68967369911437,False,7.593612677308464e-06,0.0002267755891764322
84,35.7771,35.793781876564026,35.79092579094993,35.796637962178124,False,1.2785481282399975e-06,0.00021969889339213812
85,35.3222,35.34184145927429,35.183996875431866,35.49968604311672,False,1.2438972907557262e-06,0.012141891064801784
86,35.3183,35.30796921253204,35.290731816215505,35.32520660884858,False,1.088216480474888e-06,0.0013259535628106695
87,35.6028,35.60701960325241,35.597653219741154,35.61638598676367,False,3.3176444557880576e-07,0.0007204910393275273
88,35.727,35.72941267490387,35.66486441156994,35.7939609382378,False,2.7166371010384233e-06,0.0049652510256869365
89,36.4636,36.446256160736084,36.11377810897825,36.778734212493916,False,1.848505237652491e-06,0.025575234750602614
90,36.3428,36.3059800863266,36.092984801680565,36.51897537097263,False,4.6966731724225965e-06,0.016384252665079386
91,35.9674,35.98635792732239,35.63657809511588,36.336137759528896,False,1.1821329851476533e-06,0.026906140938962347
92,35.9226,35.93591296672821,35.90103916310091,35.97078677035551,False,1.3744622075837615e-06,0.0026826002790230436
93,35.7766,35.75843042135239,35.7272737858959,35.78958705680887,False,1.3952602190830946e-06,0.0023966642658833884
94,35.7541,35.76800614595413,35.75016777524015,35.785844516668114,False,1.946894931426267e-06,0.0013721823626138881
95,35.8261,35.847781121730804,35.84067709514272,35.854885148318886,False,1.6702566522593822e-06,0.0005464635836987216
96,35.7769,35.783022940158844,35.76948213302743,35.79656374729026,False,3.2102947144589026e-07,0.0010416005485700272
